what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291649386923
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291649439013
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291649446969
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291649451287
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291649464968
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1291649471026
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291649473986
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1291649475772
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291649475820
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1291649477984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650223352
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650230509
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650235597
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650237185
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650264918
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650271093
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650352044
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1291650369216
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1291650370920
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650370955
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650374433
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650377586
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650381260
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650383661
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650409794
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650455699
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650469418
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650471504
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650482145
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650483612
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650485398
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650486451
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650491996
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650521253
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650548640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650549911
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650551717
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650552980
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650554310
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650558224
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650561663
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1291650561863
